Source_Object_Type,Source_Object,Azure_PostgreSQL_Object_Type,Azure_PostgreSQL_Object,Status,Action_Required,Error_Message
PACKAGE_STATE,CONTOSO.PKG_GEN_RULES_033.__state__,TYPE,contoso.pkg_gen_rules_033$t_outcome,Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
FUNCTION,CONTOSO.PKG_GEN_RULES_033.applies_to,FUNCTION,contoso.pkg_gen_rules_033$applies_to(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PROCEDURE,CONTOSO.PKG_GEN_RULES_033.apply_batch,FUNCTION,contoso.pkg_gen_rules_033$apply_batch(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
FUNCTION,CONTOSO.PKG_GEN_RULES_033.evaluate,FUNCTION,contoso.pkg_gen_rules_033$evaluate(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_BODY,CONTOSO.PKG_GEN_RULES_034,PACKAGE_BODY,contoso.pkg_gen_rules_034,Converted,no,"Verify the related object. Azure PostgreSQL code was generated for this object, but this type of object does not get its own entry in the deployment script. Confirm that its behavior is present in the related object and test that object with representative data. Reference: CVT-121"
PACKAGE_STATE,CONTOSO.PKG_GEN_RULES_034.__state__,FUNCTION,contoso.pkg_gen_rules_034$e_rule_not_applicable(),Converted,no,
PACKAGE_STATE,CONTOSO.PKG_GEN_RULES_034.__state__,FUNCTION,contoso.pkg_gen_rules_034$g_revision(),Converted,no,
PACKAGE_STATE,CONTOSO.PKG_GEN_RULES_034.__state__,FUNCTION,contoso.pkg_gen_rules_034$g_rule_code(),Converted,no,
PACKAGE_STATE,CONTOSO.PKG_GEN_RULES_034.__state__,FUNCTION,contoso.pkg_gen_rules_034$state_get_hits(),Converted,no,
PACKAGE_STATE,CONTOSO.PKG_GEN_RULES_034.__state__,FUNCTION,contoso.pkg_gen_rules_034$state_get_price_cache(),Converted,no,
PACKAGE_STATE,CONTOSO.PKG_GEN_RULES_034.__state__,FUNCTION,contoso.pkg_gen_rules_034$state_inc_hits(),Converted,no,
PACKAGE_STATE,CONTOSO.PKG_GEN_RULES_034.__state__,FUNCTION,contoso.pkg_gen_rules_034$state_set_hits(),Converted,no,
PACKAGE_STATE,CONTOSO.PKG_GEN_RULES_034.__state__,FUNCTION,contoso.pkg_gen_rules_034$state_set_price_cache(),Converted,no,
PACKAGE_STATE,CONTOSO.PKG_GEN_RULES_034.__state__,TYPE,contoso.pkg_gen_rules_034$t_outcome,Converted,no,
FUNCTION,CONTOSO.PKG_GEN_RULES_034.applies_to,FUNCTION,contoso.pkg_gen_rules_034$applies_to(),Converted,yes,
PROCEDURE,CONTOSO.PKG_GEN_RULES_034.apply_batch,FUNCTION,contoso.pkg_gen_rules_034$apply_batch(),Converted,yes,
FUNCTION,CONTOSO.PKG_GEN_RULES_034.evaluate,FUNCTION,contoso.pkg_gen_rules_034$evaluate(),Converted,yes,
FUNCTION,CONTOSO.PKG_GEN_RULES_034.evaluate,TYPE,contoso.pkg_gen_rules_034__t_outcome,Converted,yes,
PACKAGE_BODY,CONTOSO.PKG_GEN_RULES_035,PACKAGE_BODY,contoso.pkg_gen_rules_035,Not-Converted,yes,"Verify that the functionality is present. Deployable Azure PostgreSQL code could not be generated for this object, and it has no separate entry in the deployment script. Check whether the related object contains its functionality; if it does not, implement the missing Azure PostgreSQL behavior, test it, and deploy it separately. Reference: CVT-124"
PACKAGE_STATE,CONTOSO.PKG_GEN_RULES_035.__state__,FUNCTION,contoso.pkg_gen_rules_035$e_rule_not_applicable(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_GEN_RULES_035.__state__,FUNCTION,contoso.pkg_gen_rules_035$g_revision(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_GEN_RULES_035.__state__,FUNCTION,contoso.pkg_gen_rules_035$g_rule_code(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_GEN_RULES_035.__state__,TYPE,contoso.pkg_gen_rules_035$t_outcome,Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
FUNCTION,CONTOSO.PKG_GEN_RULES_035.applies_to,FUNCTION,contoso.pkg_gen_rules_035$applies_to(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PROCEDURE,CONTOSO.PKG_GEN_RULES_035.apply_batch,FUNCTION,contoso.pkg_gen_rules_035$apply_batch(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
FUNCTION,CONTOSO.PKG_GEN_RULES_035.evaluate,FUNCTION,contoso.pkg_gen_rules_035$evaluate(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_BODY,CONTOSO.PKG_GEN_RULES_036,PACKAGE_BODY,contoso.pkg_gen_rules_036,Not-Converted,yes,"Verify that the functionality is present. Deployable Azure PostgreSQL code could not be generated for this object, and it has no separate entry in the deployment script. Check whether the related object contains its functionality; if it does not, implement the missing Azure PostgreSQL behavior, test it, and deploy it separately. Reference: CVT-124"
PACKAGE_STATE,CONTOSO.PKG_GEN_RULES_036.__state__,PACKAGE_STATE,contoso.pkg_gen_rules_036$__state__,Not-Converted,yes,"Regenerate or manually implement this object. Deployable Azure PostgreSQL code could not be generated because complete output could not be recovered, so the object is not included in the deployment script. Run conversion again or implement the Azure PostgreSQL code manually, test it, and deploy it separately. Reference: CVT-224"
FUNCTION,CONTOSO.PKG_GEN_RULES_036.applies_to,FUNCTION,contoso.pkg_gen_rules_036$applies_to(),Not-Converted,yes,"Regenerate or manually implement this object. Deployable Azure PostgreSQL code could not be generated because complete output could not be recovered, so the object is not included in the deployment script. Run conversion again or implement the Azure PostgreSQL code manually, test it, and deploy it separately. Reference: CVT-224"
PROCEDURE,CONTOSO.PKG_GEN_RULES_036.apply_batch,PROCEDURE,contoso.pkg_gen_rules_036$apply_batch(),Not-Converted,yes,"Regenerate or manually implement this object. Deployable Azure PostgreSQL code could not be generated because complete output could not be recovered, so the object is not included in the deployment script. Run conversion again or implement the Azure PostgreSQL code manually, test it, and deploy it separately. Reference: CVT-224"
FUNCTION,CONTOSO.PKG_GEN_RULES_036.describe,FUNCTION,contoso.pkg_gen_rules_036$describe(),Not-Converted,yes,"Regenerate or manually implement this object. Deployable Azure PostgreSQL code could not be generated because complete output could not be recovered, so the object is not included in the deployment script. Run conversion again or implement the Azure PostgreSQL code manually, test it, and deploy it separately. Reference: CVT-224"
FUNCTION,CONTOSO.PKG_GEN_RULES_036.evaluate,FUNCTION,contoso.pkg_gen_rules_036$evaluate(),Not-Converted,yes,"Regenerate or manually implement this object. Deployable Azure PostgreSQL code could not be generated because complete output could not be recovered, so the object is not included in the deployment script. Run conversion again or implement the Azure PostgreSQL code manually, test it, and deploy it separately. Reference: CVT-224"
PACKAGE_BODY,CONTOSO.PKG_GEN_RULES_037,PACKAGE_BODY,contoso.pkg_gen_rules_037,Not-Converted,yes,"Verify that the functionality is present. Deployable Azure PostgreSQL code could not be generated for this object, and it has no separate entry in the deployment script. Check whether the related object contains its functionality; if it does not, implement the missing Azure PostgreSQL behavior, test it, and deploy it separately. Reference: CVT-124"
PACKAGE_STATE,CONTOSO.PKG_GEN_RULES_037.__state__,FUNCTION,contoso.pkg_gen_rules_037$e_rule_not_applicable(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_GEN_RULES_037.__state__,FUNCTION,contoso.pkg_gen_rules_037$g_revision(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_GEN_RULES_037.__state__,FUNCTION,contoso.pkg_gen_rules_037$g_rule_code(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_GEN_RULES_037.__state__,TYPE,contoso.pkg_gen_rules_037$t_outcome,Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
FUNCTION,CONTOSO.PKG_GEN_RULES_037.applies_to,FUNCTION,contoso.pkg_gen_rules_037$applies_to(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PROCEDURE,CONTOSO.PKG_GEN_RULES_037.apply_batch,FUNCTION,contoso.pkg_gen_rules_037$apply_batch(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
FUNCTION,CONTOSO.PKG_GEN_RULES_037.evaluate,FUNCTION,contoso.pkg_gen_rules_037$evaluate(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_BODY,CONTOSO.PKG_GEN_RULES_038,PACKAGE_BODY,contoso.pkg_gen_rules_038,Converted,no,"Verify the related object. Azure PostgreSQL code was generated for this object, but this type of object does not get its own entry in the deployment script. Confirm that its behavior is present in the related object and test that object with representative data. Reference: CVT-121"
PACKAGE_STATE,CONTOSO.PKG_GEN_RULES_038.__state__,FUNCTION,contoso.pkg_gen_rules_038$e_rule_not_applicable(),Converted,no,
PACKAGE_STATE,CONTOSO.PKG_GEN_RULES_038.__state__,FUNCTION,contoso.pkg_gen_rules_038$g_revision(),Converted,no,
PACKAGE_STATE,CONTOSO.PKG_GEN_RULES_038.__state__,FUNCTION,contoso.pkg_gen_rules_038$g_rule_code(),Converted,no,
PACKAGE_STATE,CONTOSO.PKG_GEN_RULES_038.__state__,TYPE,contoso.pkg_gen_rules_038$t_outcome,Converted,no,
FUNCTION,CONTOSO.PKG_GEN_RULES_038.applies_to,FUNCTION,contoso.pkg_gen_rules_038$applies_to(),Converted,yes,
PROCEDURE,CONTOSO.PKG_GEN_RULES_038.apply_batch,FUNCTION,contoso.pkg_gen_rules_038$apply_batch(),Converted,yes,
FUNCTION,CONTOSO.PKG_GEN_RULES_038.evaluate,FUNCTION,contoso.pkg_gen_rules_038$evaluate(),Converted,yes,
PACKAGE_BODY,CONTOSO.PKG_GEN_RULES_039,PACKAGE_BODY,contoso.pkg_gen_rules_039,Converted,no,"Verify the related object. Azure PostgreSQL code was generated for this object, but this type of object does not get its own entry in the deployment script. Confirm that its behavior is present in the related object and test that object with representative data. Reference: CVT-121"
PACKAGE_STATE,CONTOSO.PKG_GEN_RULES_039.__state__,FUNCTION,contoso.pkg_gen_rules_039$__init_state(),Converted,no,
PACKAGE_STATE,CONTOSO.PKG_GEN_RULES_039.__state__,FUNCTION,contoso.pkg_gen_rules_039$e_rule_not_applicable(),Converted,no,
PACKAGE_STATE,CONTOSO.PKG_GEN_RULES_039.__state__,FUNCTION,contoso.pkg_gen_rules_039$g_hits(),Converted,no,
PACKAGE_STATE,CONTOSO.PKG_GEN_RULES_039.__state__,FUNCTION,contoso.pkg_gen_rules_039$g_hits_inc(),Converted,no,
PACKAGE_STATE,CONTOSO.PKG_GEN_RULES_039.__state__,FUNCTION,contoso.pkg_gen_rules_039$g_price_cache_get(),Converted,no,
PACKAGE_STATE,CONTOSO.PKG_GEN_RULES_039.__state__,FUNCTION,contoso.pkg_gen_rules_039$g_price_cache_set(),Converted,no,
PACKAGE_STATE,CONTOSO.PKG_GEN_RULES_039.__state__,FUNCTION,contoso.pkg_gen_rules_039$g_revision(),Converted,no,
PACKAGE_STATE,CONTOSO.PKG_GEN_RULES_039.__state__,FUNCTION,contoso.pkg_gen_rules_039$g_rule_code(),Converted,no,
PACKAGE_STATE,CONTOSO.PKG_GEN_RULES_039.__state__,TYPE,contoso.pkg_gen_rules_039$t_outcome,Converted,no,
FUNCTION,CONTOSO.PKG_GEN_RULES_039.applies_to,FUNCTION,contoso.pkg_gen_rules_039$applies_to(),Converted,yes,
PROCEDURE,CONTOSO.PKG_GEN_RULES_039.apply_batch,FUNCTION,contoso.pkg_gen_rules_039$apply_batch(),Converted,yes,
FUNCTION,CONTOSO.PKG_GEN_RULES_039.evaluate,FUNCTION,contoso.pkg_gen_rules_039$evaluate(),Converted,yes,
PACKAGE_BODY,CONTOSO.PKG_GEN_RULES_040,PACKAGE_BODY,contoso.pkg_gen_rules_040,Not-Converted,yes,"Verify that the functionality is present. Deployable Azure PostgreSQL code could not be generated for this object, and it has no separate entry in the deployment script. Check whether the related object contains its functionality; if it does not, implement the missing Azure PostgreSQL behavior, test it, and deploy it separately. Reference: CVT-124"
PACKAGE_STATE,CONTOSO.PKG_GEN_RULES_040.__state__,PACKAGE_STATE,contoso.pkg_gen_rules_040$__state__,Not-Converted,yes,"Regenerate or manually implement this object. Deployable Azure PostgreSQL code could not be generated because complete output could not be recovered, so the object is not included in the deployment script. Run conversion again or implement the Azure PostgreSQL code manually, test it, and deploy it separately. Reference: CVT-224"
FUNCTION,CONTOSO.PKG_GEN_RULES_040.applies_to,FUNCTION,contoso.pkg_gen_rules_040$applies_to(),Not-Converted,yes,"Regenerate or manually implement this object. Deployable Azure PostgreSQL code could not be generated because complete output could not be recovered, so the object is not included in the deployment script. Run conversion again or implement the Azure PostgreSQL code manually, test it, and deploy it separately. Reference: CVT-224"
PROCEDURE,CONTOSO.PKG_GEN_RULES_040.apply_batch,PROCEDURE,contoso.pkg_gen_rules_040$apply_batch(),Not-Converted,yes,"Regenerate or manually implement this object. Deployable Azure PostgreSQL code could not be generated because complete output could not be recovered, so the object is not included in the deployment script. Run conversion again or implement the Azure PostgreSQL code manually, test it, and deploy it separately. Reference: CVT-224"
FUNCTION,CONTOSO.PKG_GEN_RULES_040.describe,FUNCTION,contoso.pkg_gen_rules_040$describe(),Not-Converted,yes,"Regenerate or manually implement this object. Deployable Azure PostgreSQL code could not be generated because complete output could not be recovered, so the object is not included in the deployment script. Run conversion again or implement the Azure PostgreSQL code manually, test it, and deploy it separately. Reference: CVT-224"
FUNCTION,CONTOSO.PKG_GEN_RULES_040.evaluate,FUNCTION,contoso.pkg_gen_rules_040$evaluate(),Not-Converted,yes,"Regenerate or manually implement this object. Deployable Azure PostgreSQL code could not be generated because complete output could not be recovered, so the object is not included in the deployment script. Run conversion again or implement the Azure PostgreSQL code manually, test it, and deploy it separately. Reference: CVT-224"
PACKAGE_BODY,CONTOSO.PKG_INVENTORY,PACKAGE_BODY,contoso.pkg_inventory,Not-Converted,yes,"Verify that the functionality is present. Deployable Azure PostgreSQL code could not be generated for this object, and it has no separate entry in the deployment script. Check whether the related object contains its functionality; if it does not, implement the missing Azure PostgreSQL behavior, test it, and deploy it separately. Reference: CVT-124"
PACKAGE_STATE,CONTOSO.PKG_INVENTORY.__state__,DOMAIN,contoso.pkg_inventory$t_movement_tab,Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_INVENTORY.__state__,FUNCTION,contoso.pkg_inventory$e_negative_stock(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_INVENTORY.__state__,FUNCTION,contoso.pkg_inventory$e_unknown_location(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_INVENTORY.__state__,FUNCTION,contoso.pkg_inventory$t_movement_tab_count(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_INVENTORY.__state__,FUNCTION,contoso.pkg_inventory$t_movement_tab_delete(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_INVENTORY.__state__,FUNCTION,contoso.pkg_inventory$t_movement_tab_exists(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_INVENTORY.__state__,FUNCTION,contoso.pkg_inventory$t_movement_tab_first(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_INVENTORY.__state__,FUNCTION,contoso.pkg_inventory$t_movement_tab_get(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_INVENTORY.__state__,FUNCTION,contoso.pkg_inventory$t_movement_tab_last(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_INVENTORY.__state__,FUNCTION,contoso.pkg_inventory$t_movement_tab_next(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_INVENTORY.__state__,FUNCTION,contoso.pkg_inventory$t_movement_tab_prior(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_INVENTORY.__state__,FUNCTION,contoso.pkg_inventory$t_movement_tab_put(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_INVENTORY.__state__,TYPE,contoso.pkg_inventory$t_movement_rec,Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_INVENTORY.__state__,TYPE,contoso.pkg_inventory$t_movement_tab_entry,Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PROCEDURE,CONTOSO.PKG_INVENTORY.apply_movement,FUNCTION,contoso.pkg_inventory$apply_movement(),Not-Converted,yes,"Convert the required dependency first. Azure PostgreSQL code passed the compilation check, but this object is not included in the deployment script because it depends on a temporary version of the required dependency. Convert the dependency, then run conversion again and confirm that this object is included. Reference: CVT-242"
FUNCTION,CONTOSO.PKG_INVENTORY.available_qty,FUNCTION,contoso.pkg_inventory$available_qty(),Converted,yes,
PROCEDURE,CONTOSO.PKG_INVENTORY.bulk_apply,FUNCTION,contoso.pkg_inventory$bulk_apply(),Not-Converted,yes,"Convert the required dependency first. Azure PostgreSQL code passed the compilation check, but this object is not included in the deployment script because it depends on a temporary version of the required dependency. Convert the dependency, then run conversion again and confirm that this object is included. Reference: CVT-242"
PROCEDURE,CONTOSO.PKG_INVENTORY.bulk_apply,TYPE,contoso.pkg_inventory_movement_rec,Not-Converted,yes,"Convert the required dependency first. Azure PostgreSQL code passed the compilation check, but this object is not included in the deployment script because it depends on a temporary version of the required dependency. Convert the dependency, then run conversion again and confirm that this object is included. Reference: CVT-242"
FUNCTION,CONTOSO.PKG_INVENTORY.reorder_candidates,FUNCTION,contoso.pkg_inventory$reorder_candidates(),Converted,yes,
PROCEDURE,CONTOSO.PKG_INVENTORY.resnapshot_location,FUNCTION,contoso.pkg_inventory$resnapshot_location(),Converted,yes,
PACKAGE_BODY,CONTOSO.PKG_LOYALTY,PACKAGE_BODY,contoso.pkg_loyalty,Converted,no,"Verify the related object. Azure PostgreSQL code was generated for this object, but this type of object does not get its own entry in the deployment script. Confirm that its behavior is present in the related object and test that object with representative data. Reference: CVT-121"
PACKAGE_STATE,CONTOSO.PKG_LOYALTY.__state__,FUNCTION,contoso.pkg_loyalty$e_account_closed(),Converted,no,
PACKAGE_STATE,CONTOSO.PKG_LOYALTY.__state__,FUNCTION,contoso.pkg_loyalty$e_insufficient_points(),Converted,no,
PROCEDURE,CONTOSO.PKG_LOYALTY.accrue_points,PROCEDURE,contoso.pkg_loyalty$accrue_points(),Not-Converted,yes,"Implement this object manually. Deployable Azure PostgreSQL code could not be generated, so the object is not included in the deployment script. Correct the Oracle source and run conversion again, or implement the Azure PostgreSQL code manually, test it, and deploy it separately. Reference: CVT-364"
FUNCTION,CONTOSO.PKG_LOYALTY.active_benefits,,,Not-Converted,yes,Include this object in a new conversion run. The object was not converted. It was also left out of the current run and is not included in the deployment script. Include it in a subsequent run or implement and deploy it separately after testing. Reference: CVT-345
FUNCTION,CONTOSO.PKG_LOYALTY.channels_allowed,FUNCTION,contoso.pkg_loyalty$channels_allowed(),Converted,no,
PROCEDURE,CONTOSO.PKG_LOYALTY.expire_points,FUNCTION,contoso.pkg_loyalty$expire_points(),Not-Converted,yes,"Convert the required dependency first. Azure PostgreSQL code passed the compilation check, but this object is not included in the deployment script because it depends on a temporary version of the required dependency. Convert the dependency, then run conversion again and confirm that this object is included. Reference: CVT-242"
PROCEDURE,CONTOSO.PKG_LOYALTY.redeem_points,FUNCTION,contoso.pkg_loyalty$redeem_points(),Not-Converted,yes,"Convert the required dependency first. Azure PostgreSQL code passed the compilation check, but this object is not included in the deployment script because it depends on a temporary version of the required dependency. Convert the dependency, then run conversion again and confirm that this object is included. Reference: CVT-242"
PROCEDURE,CONTOSO.PKG_LOYALTY.review_tiers,FUNCTION,contoso.pkg_loyalty$review_tiers(),Converted,no,
FUNCTION,CONTOSO.PKG_LOYALTY.tier_for_points,FUNCTION,contoso.pkg_loyalty$tier_for_points(),Not-Converted,yes,"Deployment or runtime will fail until this object is resolved. Deployable Azure PostgreSQL code could not be generated, and the object is not included in the deployment script even though objects in the script still call it. Correct the Oracle source and run conversion again, or implement and deploy the Azure PostgreSQL code separately before running the deployment script. Reference: CVT-384"
PACKAGE_BODY,CONTOSO.PKG_ORDER_MGMT,PACKAGE_BODY,contoso.pkg_order_mgmt,Converted,no,"Verify the related object. Azure PostgreSQL code was generated for this object, but this type of object does not get its own entry in the deployment script. Confirm that its behavior is present in the related object and test that object with representative data. Reference: CVT-121"
PACKAGE_STATE,CONTOSO.PKG_ORDER_MGMT.__state__,DOMAIN,contoso.pkg_order_mgmt$t_basket,Converted,no,
PACKAGE_STATE,CONTOSO.PKG_ORDER_MGMT.__state__,FUNCTION,contoso.pkg_order_mgmt$e_basket_empty(),Converted,no,
PACKAGE_STATE,CONTOSO.PKG_ORDER_MGMT.__state__,FUNCTION,contoso.pkg_order_mgmt$e_insufficient_stock(),Converted,no,
PACKAGE_STATE,CONTOSO.PKG_ORDER_MGMT.__state__,FUNCTION,contoso.pkg_order_mgmt$e_invalid_channel(),Converted,no,
PACKAGE_STATE,CONTOSO.PKG_ORDER_MGMT.__state__,FUNCTION,contoso.pkg_order_mgmt$e_price_expired(),Converted,no,
PACKAGE_STATE,CONTOSO.PKG_ORDER_MGMT.__state__,FUNCTION,contoso.pkg_order_mgmt$g_valid_channels(),Converted,no,
PACKAGE_STATE,CONTOSO.PKG_ORDER_MGMT.__state__,FUNCTION,contoso.pkg_order_mgmt$t_basket_count(),Converted,no,
PACKAGE_STATE,CONTOSO.PKG_ORDER_MGMT.__state__,FUNCTION,contoso.pkg_order_mgmt$t_basket_delete(),Converted,no,
PACKAGE_STATE,CONTOSO.PKG_ORDER_MGMT.__state__,FUNCTION,contoso.pkg_order_mgmt$t_basket_exists(),Converted,no,
PACKAGE_STATE,CONTOSO.PKG_ORDER_MGMT.__state__,FUNCTION,contoso.pkg_order_mgmt$t_basket_first(),Converted,no,
PACKAGE_STATE,CONTOSO.PKG_ORDER_MGMT.__state__,FUNCTION,contoso.pkg_order_mgmt$t_basket_get(),Converted,no,
PACKAGE_STATE,CONTOSO.PKG_ORDER_MGMT.__state__,FUNCTION,contoso.pkg_order_mgmt$t_basket_last(),Converted,no,
PACKAGE_STATE,CONTOSO.PKG_ORDER_MGMT.__state__,FUNCTION,contoso.pkg_order_mgmt$t_basket_next(),Converted,no,
PACKAGE_STATE,CONTOSO.PKG_ORDER_MGMT.__state__,FUNCTION,contoso.pkg_order_mgmt$t_basket_prior(),Converted,no,
PACKAGE_STATE,CONTOSO.PKG_ORDER_MGMT.__state__,FUNCTION,contoso.pkg_order_mgmt$t_basket_put(),Converted,no,
PACKAGE_STATE,CONTOSO.PKG_ORDER_MGMT.__state__,TYPE,contoso.pkg_order_mgmt$t_basket_entry,Converted,no,
PACKAGE_STATE,CONTOSO.PKG_ORDER_MGMT.__state__,TYPE,contoso.pkg_order_mgmt$t_basket_line,Converted,no,
